## 1
## 반면 한국을 이긴 일본은 2승1패를 기록했다 .
## 반면 <한국:ORG>을 이긴 <일본:ORG>은 <2승:NOH><1패:NOH>를 기록했다 .
반면	반면	NNG	O
를	를	JKO	O
_	_	_	O
벌	벌리	VV	O
렸	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 157
## 가넷은 13점 12리바운드를 보탰다 .
## <가넷:PER>은 <13점:NOH> <12리바운드:NOH>를 보탰다 .
가넷	가넷	NNP	B-PER
은	은	JX	O
_	_	_	O
13	13	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
12	12	SN	B-NOH
리바운드	리바운드	NNG	I-NOH
를	를	JKO	O
_	_	_	O
보탰	보태+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 158
## NBA 역사상 7전4선승제 시리즈에서 첫 3경기를 패한 팀이 시리즈를 뒤집은 경우는 없다 .
## <NBA:POH> 역사상 <7전:NOH><4선승:NOH>제 시리즈에서 첫 <3경기:NOH>를 패한 팀이 시리즈를 뒤집은 경우는 없다 .
NBA	NBA	SL	B-POH
_	_	_	O
역사상	역사상	NNG	O
_	_	_	O
7	7	SN	B-NOH
전	전	NNB	I-NOH
4	4	SN	B-NOH
선승	선승	NNG	I-NOH
제	제	XSN	O
_	_	_	O
시리즈	시리즈	NNG	O
에서	에서	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
3	3	SN	B-NOH
경기	경기	NNG	I-NOH
를	를	JKO	O
_	_	_	O
패한	패하+ㄴ	VV+ETM	O
_	_	_	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
시리즈	시리즈	NNG	O
를	를	JKO	O
_	_	_	O
뒤집	뒤집	VV	O
은	은	ETM	O
_	_	_	O
경우	경우	NNG	O
는	는	JX	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 159
## 보스턴은 올해 플레이오프 1-2라운드 원정경기에서 전패를 당하며 부진했지만 디트로이트와의 동부컨퍼런스 결승에서 원정 2승은 따내면서 자신감을 되찾았다 .
## <보스턴:ORG>은 올해 플레이오프 <1:NOH>-<2라운드:NOH> 원정경기에서 전패를 당하며 부진했지만 <디트로이트:ORG>와의 <동부컨퍼런스:POH> 결승에서 원정 <2승:NOH>은 따내면서 자신감을 되찾았다 .
보스턴	보스턴	NNP	B-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
플레이오프	플레이오프	NNG	O
_	_	_	O
1	1	SN	B-NOH
-	-	SO	O
2	2	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
원정	원정	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
전패	전패	NNG	O
를	를	JKO	O
_	_	_	O
당하	당하	VV	O
며	며	EC	O
_	_	_	O
부진	부진하	VA	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
디트로이트	디트로이트	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
동부	동부	NNG	B-POH
컨퍼런스	컨퍼런스	NNG	I-POH
_	_	_	O
결승	결승	NNG	O
에서	에서	JKB	O
_	_	_	O
원정	원정	NNG	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
은	은	JX	O
_	_	_	O
따	따+아	VV+EC	O
내	내	VX	O
면서	면서	EC	O
_	_	_	O
자신감	자신감	NNG	O
을	을	JKO	O
_	_	_	O
되찾	되찾	VV	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 160
## 전반적으로 판정은 레이커스에게 유리하게 흘러갔다 .
## 전반적으로 판정은 <레이커스:ORG>에게 유리하게 흘러갔다 .
전반적	전반적	NNG	O
으로	으로	JKB	O
_	_	_	O
판정	판정	NNG	O
은	은	JX	O
_	_	_	O
레이커스	레이커스	NNP	B-ORG
에게	에게	JKB	O
_	_	_	O
유리하	유리하	VA	O
게	게	EC	O
_	_	_	O
흘러갔	흘러가+았	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 161
## 수년 동안 NBA 파이널을 경험했지만 이런 경기는 본 적이 없다"며 판정에 대한 불만을 제기햇다 .
## 수년 동안 <NBA 파이널:POH>을 경험했지만 이런 경기는 본 적이 없다"며 판정에 대한 불만을 제기햇다 .
수년	수년	NNG	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
NBA	NBA	SL	B-POH
_	_	_	I-POH
파이널	파이널	NNG	I-POH
을	을	JKO	O
_	_	_	O
경험	경험하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
경기	경기	NNG	O
는	는	JX	O
_	_	_	O
본	보+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
판정	판정	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
불만	불만	NNG	O
을	을	JKO	O
_	_	_	O
제기	제기	NNG	O
햇	하+였	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 162
## 리버스 감독의 생각과는 달리 판정은 전반적으로 레이커스에 유리해보였다 .
## <리버스:PER> 감독의 생각과는 달리 판정은 전반적으로 <레이커스:ORG>에 유리해보였다 .
리버스	리버스	NNG	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
생각	생각	NNG	O
과	과	JKB	O
는	는	JX	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
판정	판정	NNG	O
은	은	JX	O
_	_	_	O
전반적	전반적	NNG	O
으로	으로	JKB	O
_	_	_	O
레이커스	레이커스	NNP	B-ORG
에	에	JKB	O
_	_	_	O
유리해	유리하+여	VA+EC	O
보	보이	VV	O
였	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 163
## 리버스 감독은 수긍할 수 없다는 반응을 보였다 .
## <리버스:PER> 감독은 수긍할 수 없다는 반응을 보였다 .
리버스	리버스	NNG	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
수긍할	수긍하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 164
## 우승에 더 가까이 있는 팀은 바로 보스턴이라는 사실은 여전히 변함이 없다 .
## 우승에 더 가까이 있는 팀은 바로 <보스턴:ORG>이라는 사실은 여전히 변함이 없다 .
우승	우승	NNG	O
에	에	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
가까이	가까이	MAG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
보스턴	보스턴	NNP	B-ORG
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
사실	사실	NNG	O
은	은	JX	O
_	_	_	O
여전히	여전히	MAG	O
_	_	_	O
변함	변하+ㅁ	VV+ETN	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 165
## 1996년 애틀랜타 대회에서는 수영 여자 계영 800m에 출전해 금메달을 목에 걸었고 2000년 시드니, 2004년 아테네 대회에서는 트라이애슬론선수로 나섰다 .
## <1996년:DAT> <애틀랜타 대회:POH>에서는 수영 여자 계영 <800m:NOH>에 출전해 금메달을 목에 걸었고 <2000년:DAT> <시드니:POH>, <2004년:DAT> <아테네 대회:POH>에서는 트라이애슬론선수로 나섰다 .
1996	1996	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
애틀랜타	애틀랜타	NNP	B-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
수영	수영	NNG	O
_	_	_	O
여자	여자	NNG	O
_	_	_	O
계영	계영	NNG	O
_	_	_	O
800	800	SN	B-NOH
m	m	SL	I-NOH
에	에	JKB	O
_	_	_	O
출전해	출전하+여	VV+EC	O
_	_	_	O
금메달	금메달	NNG	O
을	을	JKO	O
_	_	_	O
목	목	NNG	O
에	에	JKB	O
_	_	_	O
걸	걸	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
2000	2000	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
시드니	시드니	NNP	B-POH
,	,	SP	O
_	_	_	O
2004	2004	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
아테네	아테네	NNG	B-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
트라이애슬론	트라이애슬론	NNG	O
선수	선수	NNG	O
로	로	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 166
## ‘해외파 vs 국내파’ 13일 제주 테디밸리 골프＆리조트(파72 · 6353야드)에서 막을 올리는 2008 비씨카드 클래식(총상금 4억원)에 쏠린 관심이다 .
## ‘해외파 vs 국내파’ <13일:DAT> <제주:LOC> <테디밸리 골프＆리조트:LOC>(<파72:NOH> · <6353야드:NOH>)에서 막을 올리는 <2008:DAT> <비씨카드 클래식:POH>(총상금 <4억원:MNY>)에 쏠린 관심이다 .
‘	‘	SS	O
해외	해외	NNG	O
파	파	NNG	O
_	_	_	O
vs	vs	SL	O
_	_	_	O
국내	국내	NNG	O
파	파	NNG	O
’	’	SS	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	O
테디	테디	NNP	B-LOC
밸리	밸리	NNG	I-LOC
_	_	_	I-LOC
골프	골프	NNG	I-LOC
＆	＆	SW	I-LOC
리조트	리조트	NNG	I-LOC
(	(	SS	O
파	파	NNG	B-NOH
72	72	SN	I-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
6353	6353	SN	B-NOH
야드	야드	NNB	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
는	는	ETM	O
_	_	_	O
2008	2008	SN	B-DAT
_	_	_	O
비씨카드	비씨카드	NNP	B-POH
_	_	_	I-POH
클래식	클래식	NNG	I-POH
(	(	SS	O
총	총	XPN	O
상금	상금	NNG	O
_	_	_	O
4	4	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
_	_	_	O
쏠린	쏠리+ㄴ	VV+ETM	O
_	_	_	O
관심	관심	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 167
## 이들에 맞서는 국내파의 대표주자는 신지애(20 · 하이마트) .
## 이들에 맞서는 국내파의 대표주자는 <신지애:PER>(<20:NOH> · <하이마트:ORG>) .
이	이	NP	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
맞서	맞서	VV	O
는	는	ETM	O
_	_	_	O
국내	국내	NNG	O
파	파	NNG	O
의	의	JKG	O
_	_	_	O
대표	대표	NNG	O
주자	주자	NNG	O
는	는	JX	O
_	_	_	O
신지애	신지애	NNP	B-PER
(	(	SS	O
20	20	SN	B-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
하이마트	하이마트	NNP	B-ORG
)	)	SS	O
_	_	_	O
.	.	SF	O

## 168
## 올시즌 우승 문턱에서 두 차례나 좌절한 장타자 안선주(21 · 하이마트) 역시 국내파의 자존심을 지켜줄 우승후보다 .
## 올시즌 우승 문턱에서 <두 차례:NOH>나 좌절한 장타자 <안선주:PER>(<21:NOH> · <하이마트:ORG>) 역시 국내파의 자존심을 지켜줄 우승후보다 .
올	올	NNG	O
시즌	시즌	NNG	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
문턱	문턱	NNG	O
에서	에서	JKB	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
차례	차례	NNG	I-NOH
나	나	JX	O
_	_	_	O
좌절한	좌절하+ㄴ	VV+ETM	O
_	_	_	O
장타자	장타자	NNG	O
_	_	_	O
안선주	안선주	NNP	B-PER
(	(	SS	O
21	21	SN	B-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
하이마트	하이마트	NNP	B-ORG
)	)	SS	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
국내	국내	NNG	O
파	파	NNG	O
의	의	JKG	O
_	_	_	O
자존심	자존심	NNG	O
을	을	JKO	O
_	_	_	O
지켜	지키+어	VV+EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
우승	우승	NNG	O
후	후	NNG	O
보다	보다	JKB	O
_	_	_	O
.	.	SF	O

## 169
## 12일 최경주의 측근에 따르면 국내의 대표적인 척추전문 한방병원인 자생한방병원의 신준식 원장이 최경주의 요청으로 지난 9일 미국행 비행기에 올랐다 .
## <12일:DAT> <최경주:PER>의 측근에 따르면 국내의 대표적인 척추전문 한방병원인 <자생한방병원:ORG>의 <신준식:PER> 원장이 <최경주:PER>의 요청으로 지난 <9일:DAT> <미국:LOC>행 비행기에 올랐다 .
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
최경주	최경주	NNP	B-PER
의	의	JKG	O
_	_	_	O
측근	측근	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
국내	국내	NNG	O
의	의	JKG	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
척추	척추	NNG	O
전문	전문	NNG	O
_	_	_	O
한방병원	한방병원	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
자생한방병원	자생한방병원	NNP	B-ORG
의	의	JKG	O
_	_	_	O
신준식	신준식	NNP	B-PER
_	_	_	O
원장	원장	NNG	O
이	이	JKS	O
_	_	_	O
최경주	최경주	NNP	B-PER
의	의	JKG	O
_	_	_	O
요청	요청	NNG	O
으로	으로	JKB	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-LOC
행	행	XSN	O
_	_	_	O
비행기	비행기	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 170
## '대기선수' 허민우(27 ㆍ 우리골프)가 '무명의 반란'을 일으켰다 .
## '대기선수' <허민우:PER>(<27:NOH> ㆍ <우리골프:ORG>)가 '무명의 반란'을 일으켰다 .
'	'	SS	O
대기	대기	NNG	O
선수	선수	NNG	O
'	'	SS	O
_	_	_	O
허민우	허민우	NNP	B-PER
(	(	SS	O
27	27	SN	B-NOH
_	_	_	O
ㆍ	ㆍ	SP	O
_	_	_	O
우리	우리	NP	B-ORG
골프	골프	NNG	I-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
'	'	SS	O
무명	무명	NNG	O
의	의	JKG	O
_	_	_	O
반란	반란	NNG	O
'	'	SS	O
을	을	JKO	O
_	_	_	O
일으	일으키	VV	O
켰	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 171
## 허민우는 "아마추어시절 64타를 쳐본 경험이 있지만 프로선수로는 처음"이라며 "여세를 몰아 남은 3라운드 경기에서도 최선을 다하겠다"고 각오를 다졌다 .
## <허민우:PER>는 "아마추어시절 <64타:NOH>를 쳐본 경험이 있지만 프로선수로는 처음"이라며 "여세를 몰아 남은 <3라운드:NOH> 경기에서도 최선을 다하겠다"고 각오를 다졌다 .
허민우	허민우	NNP	B-PER
는	는	JX	O
_	_	_	O
"	"	SS	O
아마추어	아마추어	NNG	O
시절	시절	NNG	O
_	_	_	O
64	64	SN	B-NOH
타	타	NNG	I-NOH
를	를	JKO	O
_	_	_	O
쳐	치+어	VV+EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
경험	경험	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
_	_	_	O
프로	프로	NNG	O
선수	선수	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
"	"	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
"	"	SS	O
여세	여세	NNG	O
를	를	JKO	O
_	_	_	O
몰	몰	VV	O
아	아	EC	O
_	_	_	O
남	남	VV	O
은	은	ETM	O
_	_	_	O
3	3	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
최선	최선	NNG	O
을	을	JKO	O
_	_	_	O
다하	다하	VV	O
겠	겠	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
각오	각오	NNG	O
를	를	JKO	O
_	_	_	O
다	다지	VV	O
졌	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 172
## 금호아시아나오픈에서 아쉽게 우승을 놓친 오태근(32 · 이동수골프)은 6언더파 66타로 허인회(21 · 캘러웨이), 방두환(21 · 테일러메이드)과 함께 공동 3위에 오르며 다시 한번 우승에 도전하게 됐다 ．
## <금호아시아나오픈:POH>에서 아쉽게 우승을 놓친 <오태근:PER>(<32:NOH> · <이동수골프:ORG>)은 <6언더파:NOH> <66타:NOH>로 <허인회:PER>(<21:NOH> · <캘러웨이:ORG>), <방두환:PER>(<21:NOH> · <테일러메이드:ORG>)과 함께 공동 <3위:NOH>에 오르며 다시 <한번:NOH> 우승에 도전하게 됐다 ．
금호아시아나	금호아시아나	NNP	B-POH
오픈	오픈	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
아쉽	아쉽	VA	O
게	게	EC	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
놓친	놓치+ㄴ	VV+ETM	O
_	_	_	O
오태근	오태근	NNP	B-PER
(	(	SS	O
32	32	SN	B-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
이동수	이동수	NNP	B-ORG
골프	골프	NNG	I-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
6	6	SN	B-NOH
언더파	언더파	NNG	I-NOH
_	_	_	O
66	66	SN	B-NOH
타	타	NNG	I-NOH
로	로	JKB	O
_	_	_	O
허인회	허인회	NNP	B-PER
(	(	SS	O
21	21	SN	B-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
캘러웨이	캘러웨이	NNP	B-ORG
)	)	SS	O
,	,	SP	O
_	_	_	O
방두환	방두환	NNP	B-PER
(	(	SS	O
21	21	SN	B-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
테일러메이드	테일러메이드	NNP	B-ORG
)	)	SS	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
3	3	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
오르	오르	VV	O
며	며	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	B-NOH
번	번	NNB	I-NOH
_	_	_	O
우승	우승	NNG	O
에	에	JKB	O
_	_	_	O
도전하	도전하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 173
## 개최지 고성군 선수단을 비롯, 미수복 군 선수단까지 19개 시 · 군 선수단의 입장이 끝나고 원제윤 부대회장(도체육회부회장)이 개회를 선언했으며 김흥선고성군의장이 대북을 3차례 치며 대회 시작을 알렸다 .
## 개최지 <고성군 선수단:ORG>을 비롯, <미수복 군 선수단:ORG>까지 <19개:NOH> 시 · 군 선수단의 입장이 끝나고 <원제윤:PER> 부대회장(도체육회부회장)이 개회를 선언했으며 김흥선고성군의장이 대북을 <3차례:NOH> 치며 대회 시작을 알렸다 .
개최지	개최지	NNG	O
_	_	_	O
고성군	고성군	NNP	B-ORG
_	_	_	I-ORG
선수단	선수단	NNG	I-ORG
을	을	JKO	O
_	_	_	O
비롯	비롯	NNG	O
,	,	SP	O
_	_	_	O
미	미	NNP	B-ORG
수복	수복	NNG	I-ORG
_	_	_	I-ORG
군	군	NNG	I-ORG
_	_	_	I-ORG
선수단	선수단	NNG	I-ORG
까지	까지	JX	O
_	_	_	O
19	19	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시	시	NNG	O
_	_	_	O
·	·	SP	O
_	_	_	O
군	군	NNG	O
_	_	_	O
선수단	선수단	NNG	O
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
이	이	JKS	O
_	_	_	O
끝나	끝나	VV	O
고	고	EC	O
_	_	_	O
원제윤	원제윤	NNP	B-PER
_	_	_	O
부대	부대	NNG	O
회장	회장	NNG	O
(	(	SS	O
도	도	NNG	O
체육회	체육회	NNG	O
부회장	부회장	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
개회	개회	NNG	O
를	를	JKO	O
_	_	_	O
선언	선언하	VV	O
했	였	EP	O
으며	으며	EC	O
_	_	_	O
김흥선	김흥선	NNP	O
고성군	고성군	NNP	O
의장	의장	NNG	O
이	이	JKS	O
_	_	_	O
대북	대북	NNG	O
을	을	JKO	O
_	_	_	O
3	3	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
치	치	VV	O
며	며	EC	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
시작	시작	NNG	O
을	을	JKO	O
_	_	_	O
알	알리	VV	O
렸	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 174
## 이어서 9~113회차 스페셜 게임은 15일(9회차), 21일(10회차), 22일(11회차), 28일(12회차), 29일(13회차) 치러지는 3경기씩을 대상으로 시행된다 .
## 이어서 <9~1:PNT><13회차:NOH> 스페셜 게임은 <15일:DAT>(<9회차:NOH>), <21일:DAT>(<10회차:NOH>), <22일:DAT>(<11회차:NOH>), <28일:DAT>(<12회차:NOH>), <29일:DAT>(<13회차:NOH>) 치러지는 <3경기:NOH>씩을 대상으로 시행된다 .
이어서	이어서	MAG	O
_	_	_	O
9	9	SN	B-PNT
~	~	SO	I-PNT
113	113	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
_	_	_	O
스페셜	스페셜	NNG	O
_	_	_	O
게임	게임	NNG	O
은	은	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
9	9	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
10	10	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
11	11	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
12	12	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
13	13	SN	B-NOH
회	회	NNB	I-NOH
차	차	NNB	I-NOH
)	)	SS	O
_	_	_	O
치	치르	VV	O
러	어	EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
3	3	SN	B-NOH
경기	경기	NNG	I-NOH
씩	씩	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
시행된다	시행되+ㄴ다	VV+EC	O
_	_	_	O
.	.	SF	O

## 175
## ‘골프황제’ 타이거 우즈와 ‘2인자’ 필 미켈슨(이상 미국)의 격돌로 초미의 관심을 모은 이날 ‘소문난 잔치에 먹을 것 없다’고 기대했던 화끈한 플레이는 나오지 않았다 .
## ‘골프황제’ <타이거 우즈:PER>와 ‘<2:NOH>인자’ <필 미켈슨:PER>(이상 <미국:ORG>)의 격돌로 초미의 관심을 모은 이날 ‘소문난 잔치에 먹을 것 없다’고 기대했던 화끈한 플레이는 나오지 않았다 .
‘	‘	SS	O
골프	골프	NNG	O
황제	황제	NNG	O
’	’	SS	O
_	_	_	O
타이거	타이거	NNP	B-PER
_	_	_	I-PER
우즈	우즈	NNP	I-PER
와	와	JKB	O
_	_	_	O
‘	‘	SS	O
2	2	SN	B-NOH
인	인	NNG	O
자	자	XSN	O
’	’	SS	O
_	_	_	O
필	필	NNP	B-PER
_	_	_	I-PER
미켈슨	미켈슨	NNP	I-PER
(	(	SS	O
이상	이상	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
격돌	격돌	NNG	O
로	로	JKB	O
_	_	_	O
초미	초미	NNG	O
의	의	JKG	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
모은	모으+ㄴ	VV+ETM	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
소문난	소문나+ㄴ	VV+ETM	O
_	_	_	O
잔치	잔치	NNG	O
에	에	JKB	O
_	_	_	O
먹	먹	VV	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
기대	기대하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
화끈한	화끈하+ㄴ	VA+ETM	O
_	_	_	O
플레이	플레이	NNG	O
는	는	JX	O
_	_	_	O
나오	나오	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 176
## 우즈와 미켈슨은 이날 구름 갤러리들을 만족시키는 플레이를 펼치지 못했다 .
## <우즈:PER>와 <미켈슨:PER>은 이날 구름 갤러리들을 만족시키는 플레이를 펼치지 못했다 .
우즈	우즈	NNP	B-PER
와	와	JC	O
_	_	_	O
미켈슨	미켈슨	NNP	B-PER
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
구름	구름	NNG	O
_	_	_	O
갤러리	갤러리	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
만족	만족	NNG	O
시키	시키	XSV	O
는	는	ETM	O
_	_	_	O
플레이	플레이	NNG	O
를	를	JKO	O
_	_	_	O
펼치	펼치	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 177
## 두 달 전 왼쪽 무릎수술을 받은 우즈는 걷는데 지장은 없어 보였으나 퍼팅을 앞두고 라인을 볼 때나 홀에서 볼을 꺼낼 때 오른쪽 무릎을 굽히는 등 상당히 조심스런 모습이었다 .
## <두 달:DUR> 전 왼쪽 무릎수술을 받은 <우즈:PER>는 걷는데 지장은 없어 보였으나 퍼팅을 앞두고 라인을 볼 때나 홀에서 볼을 꺼낼 때 오른쪽 무릎을 굽히는 등 상당히 조심스런 모습이었다 .
두	두	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
_	_	_	O
전	전	NNG	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
무릎	무릎	NNG	O
수술	수술	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
우즈	우즈	NNP	B-PER
는	는	JX	O
_	_	_	O
걷	걷	VV	O
는	는	ETM	O
데	데	NNB	O
_	_	_	O
지장	지장	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
어	어	EC	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
으나	으나	EC	O
_	_	_	O
퍼팅	퍼팅	NNG	O
을	을	JKO	O
